"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000168995",44.9494706814399,-1.06896494921773,0.252460251858318,-4.23419109087176,2.29375842526718e-05,0.000639144536739261
"ENSG00000169035",53.2427991379665,-2.98487411648827,0.813848943731089,-3.66760212626697,0.000244835771734452,0.00493937349740704
"ENSG00000169083",189.234563860505,-3.52422383684236,0.545611741981264,-6.45921552942565,1.05247127629427e-10,8.43139634654575e-09
"ENSG00000169085",9.32370056165786,-2.42073208520032,0.601470823232136,-4.02468746894817,5.70510310855025e-05,0.00140624525706515
"ENSG00000169126",6.23815475564566,2.96478959488063,0.59763723473591,4.9608515376234,7.01848200441797e-07,2.94391669829148e-05
"ENSG00000169129",326.19445602754,0.940477689252923,0.21400593853238,4.39463360550915,1.10959743229033e-05,0.000339758733767298
"ENSG00000169136",1029.65078621833,-2.53410404696752,0.316262981925144,-8.01264830787979,1.12264331369777e-15,1.61134398119183e-13
"ENSG00000169184",79.7962256936874,1.1653609567549,0.364574982534434,3.19649184004234,0.00139109761163196,0.0201873975678534
"ENSG00000169218",11.7932355731267,3.03645921599843,0.553167826268447,5.48921877196247,4.03715341506433e-08,2.13542943977625e-06
"ENSG00000169220",281.796651637892,-0.613137311746165,0.215246288796385,-2.84853836586317,0.00439205574762242,0.049503587849889
"ENSG00000169224",13.1748719441407,1.95648076296486,0.47425412909753,4.12538477353459,3.7011545188561e-05,0.000960418231926897
"ENSG00000169271",6.42428453824267,2.6414330619592,0.770853743123575,3.4266332433645,0.000611113858002701,0.0104733057828597
"ENSG00000169313",16.7846318855217,-1.41139688335502,0.383101446656198,-3.68413352566019,0.000229481928395652,0.00468102367337334
"ENSG00000169347",64.2699272906487,2.03149720532414,0.692042865315386,2.93550776569068,0.00333002276034927,0.0400038218089387
"ENSG00000169439",956.894344462615,-1.00376771239693,0.314848098274988,-3.18810155721584,0.00143210228350215,0.0206268071539369
"ENSG00000169562",1373.94906345378,-0.781825742851335,0.272308797454208,-2.87109983283888,0.00409046318429986,0.0470701901229783
"ENSG00000169714",4716.8602204728,-0.264573531913845,0.0778228542606452,-3.39968938979972,0.000674624415371042,0.0113212188061547
"ENSG00000169738",952.512752689414,-1.5800326114976,0.277769996108309,-5.68827675283371,1.28327732835554e-08,7.52437374783445e-07
"ENSG00000169760",12.31866917509,4.27161836316688,0.796700339193783,5.36163743508572,8.24709411485301e-08,4.1098267561866e-06
"ENSG00000169851",244.713387913193,1.6358499577261,0.370328070687583,4.41729938183956,9.99417589062851e-06,0.000310857222566524
"ENSG00000169856",17.6262951487065,-5.90857992205004,1.002587058237,-5.89333352501078,3.78481388753972e-09,2.36512247421359e-07
"ENSG00000169876",636.32211891369,1.98355349372319,0.636759858319244,3.11507308101813,0.00183899341162225,0.0249786653436929
"ENSG00000169896",298.519093129754,-0.876763970439553,0.295250496373634,-2.96955968307679,0.00298226874380711,0.0366571641578218
"ENSG00000169903",416.197889371591,-3.68915779036918,0.882772716317871,-4.17905732945282,2.92719895789707e-05,0.00078394313782048
"ENSG00000169933",2.34307481323348,2.67056913911981,0.754162872336437,3.54110396716594,0.000398456536088161,0.00736957397417285
"ENSG00000169992",207.468604346857,1.01391941762521,0.336606599826198,3.0121792565824,0.00259379380543724,0.0328793788823549
"ENSG00000170011",204.026486570255,-0.804820009269507,0.272512540887135,-2.9533320068482,0.00314363660783623,0.0382313934857683
"ENSG00000170091",37.1729906814786,3.95890304592515,0.73991307924976,5.35049745294313,8.77127873547564e-08,4.34746221928485e-06
"ENSG00000170099",586.208826525398,-5.20971572068631,0.653451780614198,-7.97260926550624,1.55358771644913e-15,2.11949357870817e-13
"ENSG00000170153",77.737919705776,1.18561658370354,0.345656921750345,3.43003859925555,0.000603495392423549,0.0103800480649408
"ENSG00000170166",11.3195337417827,2.10251399611882,0.515564331748837,4.07808272730373,4.54086103964018e-05,0.00115809798864325
"ENSG00000170178",15.1655063005324,3.45661956856937,0.985148189922324,3.50873056858778,0.00045025077585649,0.00818470374739654
